CLUSTER,WEEK,CARRIER,NETWORK,COUNT,AREA,LATITUDE,LONGITUDE,AVG RTT
3,47,att,hsdpa,1,SFBay,37.430851,-121.953,649
5,47,tmobile,wifi,2,SFBay,37.778687,-122.42124,127.3
3,47,verizonwireless,wifi,14,SFBay,37.630489,-122.41109,220.2857142857
2,47,tmobile,wifi,74,SFBay,37.4274557297,-122.1248610811,26.8121621622
4,45,verizonwireless,lte,251,SFBay,37.3953316016,-122.0783166135,38.571314741
3,45,att,edge,96,SFBay,37.7015131875,-122.4154292708,219.9166666667
0,45,verizonwireless,lte,10,SFBay,37.4121924,-121.993526,30.29
0,45,verizonwireless,wifi,39,SFBay,37.6449159231,-122.1769402564,81.8384615385
1,45,att,hsdpa,63,SFBay,37.777644381,-122.4198785714,123.2380952381
4,45,att,edge,135,SFBay,37.8434400667,-122.2402595556,273.5185185185
3,45,verizonwireless,evdoa,5,SFBay,37.520214,-122.2758,88.14
0,45,att,edge,68,SFBay,37.6243230147,-122.2224677941,220.0426470588
5,45,sprint,wifi,50,SFBay,37.885757,-122.11802,26.256
6,45,sprint,wifi,10,SFBay,37.630489,-122.41109,228.3
0,45,verizonwireless,evdoa,16,SFBay,37.625593375,-122.406783125,67.2
1,45,verizonwireless,evdoa,190,SFBay,37.4122459263,-122.0033907895,69.33
2,46,att,edge,28,SFBay,37.4309072143,-122.07948,210.2857142857
4,46,att,edge,380,SFBay,37.8434495263,-122.2405765263,244.0526315789
0,46,verizonwireless,lte,11,SFBay,37.345623,-121.88472,49.3454545455
6,46,sprint,wifi,54,SFBay,37.630489,-122.41109,217.85
6,46,sprint,evdoa,1,SFBay,37.390297,-121.8961,49.3
1,46,att,edge,19,SFBay,37.502159,-122.20866,199.4210526316
0,46,att,edge,19,SFBay,37.6533154211,-122.1674963158,287.9473684211
3,46,att,edge,139,SFBay,37.6846787842,-122.4132202158,217.5683453237
2,45,att,hsdpa,27,SFBay,37.428432,-122.07238,115.8518518519
3,45,verizonwireless,wifi,40,SFBay,37.630489,-122.41109,222.9525
null,46,,unknown,12,SFBay,37.386772,-122.07523,61.25
0,47,verizonwireless,lte,15,SFBay,37.3404054667,-121.8892733333,53.06
1,47,sprint,wifi,242,SFBay,37.379152562,-122.0861909091,19.2830578512
1,47,tmobile,edge,120,SFBay,37.4929834833,-122.2174659167,251.95
3,47,sprint,wifi,82,SFBay,37.7688615366,-122.4264042683,21.8634146341
3,47,tmobile,umts,4,SFBay,37.53542975,-122.289455,90.125
1,47,tmobile,umts,129,SFBay,37.4024674031,-122.0029826357,223.3759689922
4,47,tmobile,umts,7,SFBay,37.5964818571,-122.3841742857,215.4
2,47,tmobile,umts,85,SFBay,37.7713322235,-122.4262709412,289.4588235294
2,47,att,wifi,29,SFBay,37.502159,-122.20866,174.8551724138
6,47,verizonwireless,lte,6,SFBay,37.529659,-122.04024,29.35
2,47,verizonwireless,wifi,194,SFBay,37.771717,-122.44389,141.7448453608
1,47,verizonwireless,wifi,93,SFBay,37.417755,-122.1235,21.1591397849
4,47,sprint,evdoa,48,SFBay,37.7734834375,-122.4178191667,77.925
1,47,sprint,evdoa,22,SFBay,37.4143605909,-122.0561040909,69.4272727273
5,46,verizonwireless,wifi,182,SFBay,37.430851,-121.953,26.4576923077
5,46,att,wifi,105,SFBay,37.7714751048,-122.4204854286,99.5619047619
4,46,att,wifi,100,SFBay,37.843702,-122.2400869,144.55
0,46,verizonwireless,wifi,96,SFBay,37.6433795625,-122.12931125,287.7604166667
1,46,att,wifi,48,SFBay,37.428432,-122.07238,63.7810416667
7,46,verizonwireless,wifi,100,SFBay,37.520214,-122.2758,151.921
2,46,att,wifi,7,SFBay,37.502159,-122.20866,161.9714285714
2,46,sprint,evdoa,4,SFBay,37.565664,-122.32209,65.775
4,46,tmobile,umts,10,SFBay,37.5980188,-122.379583,147.69
2,45,att,edge,139,SFBay,37.4412265683,-122.1406011511,368.4676258993
3,45,verizonwireless,lte,63,SFBay,37.7411378889,-122.4373312698,33.846031746
6,45,verizonwireless,lte,14,SFBay,37.529659,-122.04024,36.6285714286
4,45,att,wifi,66,SFBay,37.832818697,-122.2463054545,145.546969697
2,45,tmobile,hspa,367,SFBay,37.4281502289,-122.10518297,75.057493188
5,47,verizonwireless,lte,1,SFBay,37.371861,-122.02123,26.8
3,47,tmobile,wifi,13,SFBay,37.800694,-121.98144,22.6923076923
1,47,tmobile,hspa,119,SFBay,37.7488575294,-122.4200034454,104.5571428571
5,47,att,wifi,128,SFBay,37.7900825781,-122.4214613281,131.7621875
3,47,att,edge,38,SFBay,37.6698863158,-122.4134823684,242
4,47,att,wifi,92,SFBay,37.843819,-122.23986,162.9445652174
null,47,,wifi,8,SFBay,37.489809875,-122.1709625,111.5375
0,47,att,edge,13,SFBay,37.5960206154,-122.1477084615,274
2,47,att,edge,12,SFBay,37.43153825,-122.1017266667,215.6666666667
3,46,verizonwireless,lte,1,SFBay,37.771717,-122.44389,51.7
null,46,,ehrpd,1,SFBay,37.748581,-122.41841,89.5
4,46,verizonwireless,wifi,145,SFBay,37.371861,-122.02123,25.1075862069
0,46,sprint,wifi,1,SFBay,37.258373,-121.91887,452
0,46,tmobile,hspa,8,SFBay,37.362114625,-121.9050425,73.5625
3,46,att,wifi,52,SFBay,37.630489,-122.41109,167.0638461538
1,46,tmobile,hspa,115,SFBay,37.7511507043,-122.4188775652,87.1504347826
2,46,sprint,evdo0,50,SFBay,37.4250992,-122.072608,62.234
0,46,sprint,evdo0,15,SFBay,37.3620147333,-122.045596,64.1466666667
3,46,verizonwireless,wifi,87,SFBay,37.6344031379,-122.412352069,233.4045977012
2,46,tmobile,hspa,119,SFBay,37.392834479,-122.0851502521,62.574789916
6,46,verizonwireless,lte,1,SFBay,37.529659,-122.04024,26.3
0,47,tmobile,umts,12,SFBay,37.8348713333,-122.1309875,213.3
2,47,verizonwireless,evdoa,27,SFBay,37.7505681111,-122.4180274074,71.9
2,47,verizonwireless,lte,4,SFBay,37.579353,-122.31642,33.775
3,47,verizonwireless,evdoa,34,SFBay,37.5160807647,-122.2651091176,73.0205882353
2,47,tmobile,hspa,34,SFBay,37.3399989412,-122.0326776471,125.0735294118
1,47,sprint,evdo0,188,SFBay,37.759249734,-122.4203748936,79.0563829787
6,47,sprint,wifi,45,SFBay,37.630489,-122.41109,227.4088888889
2,47,sprint,evdo0,69,SFBay,37.4240932174,-122.0736156522,66.6637681159
3,47,sprint,evdo0,21,SFBay,37.398605,-121.96437,79.2714285714
5,47,sprint,wifi,152,SFBay,37.885757,-122.11802,52.6546052632
4,47,sprint,wifi,125,SFBay,37.554947,-122.27106,98.7776
1,47,att,wifi,8,SFBay,37.428432,-122.07238,181.18625
3,48,sprint,evdoa,1,SFBay,37.888393,-122.29658,55.8
6,47,sprint,evdoa,1,SFBay,37.390297,-121.8961,104
1,47,sprint,1xrtt,240,SFBay,37.7603627833,-122.4288110833,417.3270833333
3,49,sprint,wifi,45,SFBay,37.756145,-122.43257,11.16
0,49,tmobile,umts,12,SFBay,37.7751408333,-122.1662833333,185.125
0,49,verizonwireless,wifi,1,SFBay,37.290981,-121.89041,25.4
1,49,sprint,evdo0,13,SFBay,37.7731051538,-122.4107815385,69.7538461538
3,49,tmobile,umts,4,SFBay,37.5158785,-122.29981,237.225
2,49,verizonwireless,evdoa,261,SFBay,37.7716351533,-122.4105938314,75.0068965517
null,48,,wifi,77,SFBay,37.5614411818,-122.2332432468,18.9363636364
2,48,sprint,evdo0,27,SFBay,37.428432,-122.07238,69.5111111111
3,45,sprint,evdo0,68,SFBay,37.398605,-121.96437,67.2
3,45,tmobile,umts,18,SFBay,37.5179272222,-122.2559511111,127.9722222222
2,45,sprint,evdo0,128,SFBay,37.4258842188,-122.0731947656,88.75
2,45,verizonwireless,evdoa,135,SFBay,37.7432622593,-122.435020963,70.2577777778
2,50,att,edge,34,SFBay,37.4217854118,-122.0773111765,210.9117647059
1,50,att,edge,292,SFBay,37.501421726,-122.2100703767,206.6404109589
3,50,att,edge,139,SFBay,37.7454229712,-122.4314596403,222.3021582734
4,50,att,edge,19,SFBay,37.8377050526,-122.2456857895,217.4736842105
3,53,att,edge,3,SFBay,37.7555173333,-122.4165233333,210.3333333333
0,50,att,edge,28,SFBay,37.5097395,-122.1792589286,471.25
4,51,att,edge,11,SFBay,37.8523040909,-122.2661654545,1096.1818181818
0,52,att,edge,4,SFBay,37.3477595,-122.063255,206.25
0,49,att,edge,23,SFBay,37.4843054783,-122.0589413043,238
2,43,att,edge,177,SFBay,37.4160869661,-122.1151257627,230.0847457627
2,44,att,edge,34,SFBay,37.4259814118,-122.0725476471,269.3235294118
0,43,att,edge,5,SFBay,37.371861,-122.02123,227
1,45,att,edge,164,SFBay,37.5020861707,-122.209145061,197.4451219512
2,48,att,edge,25,SFBay,37.43237184,-122.079652,209.88
0,48,att,edge,11,SFBay,37.4953071818,-122.1569972727,240.6363636364
0,51,att,gprs,1,SFBay,37.305225,-121.98712,319
0,49,att,gprs,1,SFBay,37.564144,-122.00418,774
0,50,att,gprs,1,SFBay,37.558548,-122.27108,354
0,52,att,gprs,1,SFBay,37.305225,-121.98712,3305
1,45,att,gprs,51,SFBay,37.7925811765,-122.4210178431,317.6078431373
0,46,att,gprs,1,SFBay,37.843819,-122.23986,328
0,47,att,gprs,1,SFBay,37.502159,-122.20866,180
0,53,att,hsdpa,15,SFBay,37.5365674,-122.1365213333,224.5533333333
3,50,att,hsdpa,6,SFBay,37.4306811667,-121.96153,109.1166666667
0,51,att,hsdpa,8,SFBay,37.5429745,-122.12417625,111.825
2,50,att,hsdpa,4,SFBay,37.428432,-122.07238,113.5
2,51,att,hsdpa,5,SFBay,37.403436,-122.07409,103.64
1,53,att,hsdpa,13,SFBay,37.7237533077,-122.4096923077,176.2384615385
2,52,att,hsdpa,24,SFBay,37.4194096667,-122.0734470833,221.2083333333
0,52,att,hsdpa,16,SFBay,37.3665674375,-122.0187475,200.3125
3,49,att,hsdpa,5,SFBay,37.4303352,-121.943724,111.86
0,49,att,hsdpa,9,SFBay,37.5135692222,-122.2820322222,132.6666666667
0,50,att,hsdpa,8,SFBay,37.5611805,-122.2916175,105.0875
1,50,att,hsdpa,57,SFBay,37.783621614,-122.41992,116.6614035088
1,52,att,hsdpa,6,SFBay,37.7934728333,-122.4177,297
2,46,att,hsdpa,15,SFBay,37.428432,-122.07238,120.8
0,46,att,hsdpa,9,SFBay,37.5536298889,-122.2930611111,123.8333333333
1,46,att,hsdpa,13,SFBay,37.7874277692,-122.3960838462,125.7692307692
2,47,att,hsdpa,117,SFBay,37.3881258803,-122.0752296581,651.2136752137
0,53,att,hspa,153,SFBay,37.6987269804,-122.3279359477,120.354248366
1,53,att,hspa,121,SFBay,37.359829,-121.98144,114.5198347107
2,53,att,hspa,7,SFBay,37.3868405714,-122.0829371429,152.7142857143
0,51,att,hspa,5,SFBay,37.390297,-121.8961,1613.8
2,52,att,hspa,98,SFBay,37.4149858776,-122.0740262245,120.2693877551
0,52,att,hspa,90,SFBay,37.5770788444,-122.2228707778,124.4811111111
1,52,att,hspa,27,SFBay,37.359829,-121.98144,113.5555555556
2,44,att,hspa,9,SFBay,37.38408,-122.0850111111,140
0,45,att,hspa,4,SFBay,37.235809,-121.96237,131
2,48,att,hspa,3,SFBay,37.428432,-122.07238,132.3333333333
0,47,att,hspa,5,SFBay,37.390297,-121.8961,258.2
0,46,att,hspa,6,SFBay,37.79298,-122.42124,300
1,51,att,umts,1,SFBay,37.795937,-122.4,123
0,49,att,umts,4,SFBay,37.4295615,-121.92981,158.5
0,50,att,umts,1,SFBay,37.598545,-122.38719,122
1,50,att,umts,14,SFBay,37.7876590714,-122.4200407143,161.3571428571
0,52,att,umts,1,SFBay,37.902061,-122.25972,124
1,52,att,umts,1,SFBay,37.795937,-122.4,120
0,44,att,umts,10,SFBay,37.4308944,-122.076925,159.1
0,45,att,umts,20,SFBay,37.59873135,-122.222494,152.795
1,48,att,umts,58,SFBay,37.7912549828,-122.42124,189.625862069
1,47,att,umts,34,SFBay,37.7785091471,-122.4209067647,160.8823529412
1,46,att,umts,27,SFBay,37.7874033704,-122.3924537037,225.2222222222
0,46,att,umts,7,SFBay,37.4424821429,-122.0983414286,284.8571428571
0,47,att,umts,2,SFBay,37.3885345,-121.985665,413
1,45,att,umts,18,SFBay,37.7774143333,-122.4193522222,133.3333333333
1,53,att,wifi,52,SFBay,37.428432,-122.07238,92.3769230769
2,51,att,wifi,96,SFBay,37.502159,-122.20866,17.4520833333
1,50,att,wifi,2,SFBay,37.428432,-122.07238,232.5
0,52,att,wifi,2,SFBay,37.717609,-122.254045,165.9
5,51,att,wifi,3,SFBay,37.748581,-122.41841,207.7333333333
1,42,att,wifi,25,SFBay,37.428432,-122.07238,203.964
5,44,att,wifi,1,SFBay,37.77264,-122.40991,255
3,44,att,wifi,1,SFBay,37.653191,-122.41841,228
0,44,att,wifi,38,SFBay,37.8925278947,-122.326115,229.9921052632
1,44,att,wifi,7,SFBay,37.428432,-122.07238,34.8957142857
2,49,att,wifi,11,SFBay,37.502159,-122.20866,148.2181818182
7,46,att,wifi,5,SFBay,37.312073,-121.96437,204
0,46,att,wifi,2,SFBay,37.322998,-122.03218,23.15
6,46,att,wifi,93,SFBay,37.430851,-121.953,101.9311827957
3,47,att,wifi,33,SFBay,37.630489,-122.41109,186.3727272727
3,45,att,wifi,39,SFBay,37.6302520256,-122.4106648718,189.858974359
1,45,att,wifi,82,SFBay,37.428432,-122.07238,20.0201219512
2,45,att,wifi,16,SFBay,37.502159,-122.20866,175.675
0,47,att,wifi,6,SFBay,37.5564873333,-122.1024466667,163.0333333333
5,49,att,wifi,15,SFBay,37.748581,-122.41841,168.2066666667
5,48,att,wifi,38,SFBay,37.7836328421,-122.4206442105,215.0894736842
0,48,roamingindicatoroff,evdoa,3,SFBay,37.371861,-122.02123,55.8
1,48,roamingindicatoroff,evdoa,2,SFBay,37.38953,-122.01839,50.75
0,47,roamingindicatoroff,evdoa,4,SFBay,37.39335375,-122.1164725,56.225
2,47,roamingindicatoroff,evdoa,20,SFBay,37.428432,-122.07238,52.695
1,47,roamingindicatoroff,evdoa,40,SFBay,37.38953,-122.01839,70.74
0,46,searchingforservice,wifi,5,SFBay,37.3807494,-121.959822,196.78
1,45,searchingforservice,wifi,42,SFBay,37.428432,-122.07238,192.3428571429
0,45,searchingforservice,wifi,1,SFBay,37.378536,-122.08659,18
2,50,sprint,1xrtt,22,SFBay,37.428432,-122.07238,65.3454545455
0,53,sprint,1xrtt,1,SFBay,37.50716,-122.26052,331
1,53,sprint,1xrtt,33,SFBay,37.7742195455,-122.4288309091,116.9363636364
2,51,sprint,1xrtt,4,SFBay,37.428432,-122.07238,59.4
0,51,sprint,1xrtt,16,SFBay,37.3820796875,-122.032095625,189.95
0,52,sprint,1xrtt,11,SFBay,37.4192328182,-122.0976009091,93.6181818182
1,52,sprint,1xrtt,9,SFBay,37.7738812222,-122.4162033333,112.7222222222
2,52,sprint,1xrtt,2,SFBay,37.428432,-122.07238,197.1
1,50,sprint,1xrtt,26,SFBay,37.7731051538,-122.4107815385,102.9076923077
2,49,sprint,1xrtt,6,SFBay,37.428432,-122.07238,57.9666666667
1,51,sprint,1xrtt,1,SFBay,37.771717,-122.44389,348
2,44,sprint,1xrtt,14,SFBay,37.428432,-122.07238,127.8857142857
1,45,sprint,1xrtt,66,SFBay,37.777969,-122.4334219697,78.4984848485
0,45,sprint,1xrtt,2,SFBay,37.5566405,-122.15046,408
1,48,sprint,1xrtt,35,SFBay,37.7813489429,-122.4234234286,92.0457142857
2,48,sprint,1xrtt,15,SFBay,37.428432,-122.07238,108.24
1,49,sprint,1xrtt,2,SFBay,37.799656,-122.438225,226.6
0,48,sprint,1xrtt,4,SFBay,37.49109225,-121.9368925,70.325
1,46,sprint,1xrtt,6,SFBay,37.775159,-122.41463,71.1166666667
0,47,sprint,1xrtt,9,SFBay,37.8196467778,-122.16296,147.4555555556
2,45,sprint,1xrtt,64,SFBay,37.428432,-122.07238,67.059375
0,46,sprint,1xrtt,3,SFBay,37.340472,-122.03246,277.6666666667
2,46,sprint,1xrtt,8,SFBay,37.428432,-122.07238,222.8
2,47,sprint,1xrtt,12,SFBay,37.428432,-122.07238,165.575
3,53,sprint,evdo0,4,SFBay,37.43020625,-121.941405,55.2
0,50,sprint,evdo0,43,SFBay,37.3631616512,-121.9400118605,72.7860465116
0,49,sprint,evdo0,29,SFBay,37.4061361379,-122.0436389655,72.8862068966
3,50,sprint,evdo0,26,SFBay,37.398605,-121.96437,66.1230769231
2,50,sprint,evdo0,7,SFBay,37.428432,-122.07238,63.1714285714
1,50,sprint,evdo0,1,SFBay,37.80204,-122.43823,59.9
3,52,sprint,evdo0,30,SFBay,37.398605,-121.96437,64.0733333333
1,51,sprint,evdo0,1,SFBay,37.79298,-122.42124,54.2
2,44,sprint,evdo0,74,SFBay,37.428432,-122.07238,65.3864864865
1,45,sprint,evdo0,21,SFBay,37.7829218095,-122.4155761905,98.480952381
2,49,sprint,evdo0,29,SFBay,37.4163881379,-122.07581,62.5379310345
1,48,sprint,evdo0,17,SFBay,37.7711993529,-122.4009211765,77.0235294118
0,48,sprint,evdo0,12,SFBay,37.3828319167,-121.9501358333,62.4083333333
1,46,sprint,evdo0,85,SFBay,37.7585721176,-122.420692,80.4494117647
3,46,sprint,evdo0,33,SFBay,37.398605,-121.96437,68.3272727273
0,47,sprint,evdo0,30,SFBay,37.259455,-121.9130763333,60.3166666667
2,53,sprint,evdoa,1,SFBay,37.554947,-122.27106,52.4
7,50,sprint,evdoa,3,SFBay,37.6349756667,-122.4080033333,66.7
5,50,sprint,evdoa,2,SFBay,37.433735,-122.40142,91
7,52,sprint,evdoa,142,SFBay,37.6284803662,-122.4064402817,67.5647887324
3,52,sprint,evdoa,138,SFBay,37.8599890217,-122.2638763768,67.0275362319
0,52,sprint,evdoa,42,SFBay,37.4164980238,-122.0394690476,59.5095238095
9,52,sprint,evdoa,121,SFBay,37.3978662479,-122.0406116529,67.7925619835
8,52,sprint,evdoa,40,SFBay,37.522745725,-122.3848465,82.205
10,52,sprint,evdoa,240,SFBay,37.7616940583,-122.4279597083,78.92
11,52,sprint,evdoa,1,SFBay,37.554947,-122.27106,77.1
10,53,sprint,evdoa,240,SFBay,37.7627856292,-122.430468875,83.2529166667
9,53,sprint,evdoa,167,SFBay,37.3460016467,-122.0115822755,69.1047904192
12,52,sprint,evdoa,28,SFBay,37.8580350357,-122.2430085714,92.85
9,51,sprint,evdoa,257,SFBay,37.39463293,-122.053950428,89.3727626459
12,51,sprint,evdoa,14,SFBay,37.8699468571,-122.2693421429,66.8928571429
10,51,sprint,evdoa,200,SFBay,37.761414745,-122.4319362,86.258
11,51,sprint,evdoa,104,SFBay,37.5531280673,-122.2723782692,69.0903846154
8,51,sprint,evdoa,118,SFBay,37.3689059492,-122.2148900847,66.3415254237
12,53,sprint,evdoa,8,SFBay,37.850630125,-122.26822875,59.7375
8,53,sprint,evdoa,3,SFBay,37.647617,-122.19673,79.9
10,49,sprint,evdoa,493,SFBay,37.7610857708,-122.4254589858,87.7196754564
9,49,sprint,evdoa,144,SFBay,37.4032702708,-121.990206875,72.03125
8,49,sprint,evdoa,7,SFBay,37.322391,-121.9630542857,77.4428571429
11,49,sprint,evdoa,3,SFBay,37.5416436667,-122.29374,70.5
9,45,sprint,evdoa,275,SFBay,37.3714414909,-122.0334541091,67.4272727273
12,45,sprint,evdoa,49,SFBay,37.8538324898,-122.267537551,81.6204081633
10,45,sprint,evdoa,374,SFBay,37.7629305829,-122.4316677807,77.9352941176
8,45,sprint,evdoa,27,SFBay,37.4321014444,-122.1204259259,80.2592592593
12,49,sprint,evdoa,123,SFBay,37.8836869919,-122.1330315447,75.9455284553
9,48,sprint,evdoa,180,SFBay,37.4008540333,-121.9666883333,80.0777777778
10,48,sprint,evdoa,483,SFBay,37.7637070186,-122.4235626294,84.5577639752
8,48,sprint,evdoa,8,SFBay,37.468958,-121.89138375,69.7375
11,48,sprint,evdoa,9,SFBay,37.5559647778,-122.3031755556,61.0111111111
10,46,sprint,evdoa,215,SFBay,37.763784186,-122.4286966977,100.6195348837
11,46,sprint,evdoa,10,SFBay,37.5720312,-122.302812,69.63
9,46,sprint,evdoa,119,SFBay,37.4148921176,-122.0680196639,72.8100840336
8,46,sprint,evdoa,13,SFBay,37.4492195385,-121.8871823077,79.3076923077
10,47,sprint,evdoa,414,SFBay,37.7648032222,-122.4204717391,87.8152173913
9,47,sprint,evdoa,393,SFBay,37.3739624835,-121.9854297964,67.4865139949
8,47,sprint,evdoa,25,SFBay,37.36048228,-121.911078,67.172
12,47,sprint,evdoa,4,SFBay,37.843819,-122.23986,79
11,47,sprint,evdoa,1,SFBay,37.534992,-122.30508,66.5
12,46,sprint,evdoa,4,SFBay,37.885757,-122.11802,66.5
14,47,sprint,evdoa,445,SFBay,37.7737621843,-122.4219022921,78.9914606742
15,47,sprint,evdoa,61,SFBay,37.390919541,-121.896272459,69.2786885246
16,47,sprint,evdoa,218,SFBay,37.4134386239,-122.0650523395,66.4802752294
14,46,sprint,evdoa,394,SFBay,37.7667315203,-122.4224108122,89.8517766497
13,46,sprint,evdoa,28,SFBay,37.5570531429,-121.9829514286,75.2178571429
16,46,sprint,evdoa,144,SFBay,37.3918786875,-122.0291790278,69.6472222222
17,46,sprint,evdoa,5,SFBay,37.5372542,-122.29258,106.92
19,46,sprint,evdoa,5,SFBay,37.4472488,-122.14963,82.6
16,45,sprint,evdoa,389,SFBay,37.3836321979,-122.027414473,74.7946015424
14,45,sprint,evdoa,360,SFBay,37.7691883139,-122.4236439722,78.6552777778
19,45,sprint,evdoa,7,SFBay,37.4510991429,-122.1445942857,79.4
13,45,sprint,evdoa,37,SFBay,37.359366973,-121.9390435135,65.8945945946
17,45,sprint,evdoa,8,SFBay,37.538658625,-122.2690175,71.725
19,47,sprint,evdoa,18,SFBay,37.4365651111,-122.1529966667,84.0666666667
18,46,sprint,evdoa,9,SFBay,37.8853616667,-122.2978388889,97.0777777778
15,46,sprint,evdoa,3,SFBay,37.390297,-121.8961,69.3666666667
13,47,sprint,evdoa,38,SFBay,37.4390075,-121.9337513158,78.8921052632
17,47,sprint,evdoa,11,SFBay,37.5655064545,-122.3034490909,72.2636363636
15,49,sprint,evdoa,17,SFBay,37.3806638235,-121.8867258824,76.3647058824
14,49,sprint,evdoa,376,SFBay,37.767630617,-122.4232813032,82.8061170213
17,49,sprint,evdoa,10,SFBay,37.5411536,-122.288624,87.61
19,49,sprint,evdoa,7,SFBay,37.4517514286,-122.1356728571,101.4285714286
16,49,sprint,evdoa,250,SFBay,37.412098476,-122.05958952,68.0444
13,49,sprint,evdoa,22,SFBay,37.4522329091,-122.1311845455,61.3909090909
18,49,sprint,evdoa,7,SFBay,37.879654,-122.26681,119.4
18,48,sprint,evdoa,2,SFBay,37.846378,-122.283845,52
14,48,sprint,evdoa,222,SFBay,37.7631732252,-122.4191612162,90.1351351351
15,48,sprint,evdoa,1,SFBay,37.390297,-121.8961,44.1
16,48,sprint,evdoa,2,SFBay,37.4135185,-122.018375,47.75
17,48,sprint,evdoa,4,SFBay,37.54237075,-122.296575,63.025
13,48,sprint,evdoa,3,SFBay,37.237484,-121.82779,65.1
18,45,sprint,evdoa,103,SFBay,37.852474,-122.2739,82.1766990291
4,53,sprint,wifi,68,SFBay,37.554947,-122.27106,14.0132352941
1,53,sprint,wifi,2,SFBay,37.428432,-122.07238,30.25
1,50,sprint,wifi,3,SFBay,37.4145453333,-122.07333,234.3333333333
2,53,sprint,wifi,12,SFBay,37.322998,-122.03218,134.3333333333
2,52,sprint,wifi,116,SFBay,37.3493403879,-122.0263310345,27.4525862069
4,50,sprint,wifi,45,SFBay,37.554947,-122.27106,132.8688888889
1,52,sprint,wifi,4,SFBay,37.428432,-122.07238,130.475
2,44,sprint,wifi,12,SFBay,37.322998,-122.03218,18.525
1,44,sprint,wifi,2,SFBay,37.428432,-122.07238,4.895
3,44,sprint,wifi,40,SFBay,37.722549,-122.44106,270.0725
1,49,sprint,wifi,1,SFBay,37.428432,-122.07238,3.44
0,47,sprint,wifi,14,SFBay,37.7017981429,-122.1675214286,252.5071428571
8,46,sprint,wifi,168,SFBay,37.5540390833,-122.2701145833,69.0928571429
9,46,sprint,wifi,193,SFBay,37.3829587358,-122.0836022798,17.4642487047
10,46,sprint,wifi,128,SFBay,37.3612113516,-122.0239576563,213.30390625
11,45,sprint,wifi,39,SFBay,37.6421310513,-122.4148438462,122.1512820513
9,45,sprint,wifi,329,SFBay,37.3965086201,-122.0787315805,39.7724620061
10,45,sprint,wifi,401,SFBay,37.3577635411,-122.0247158354,81.5775561097
8,45,sprint,wifi,141,SFBay,37.5496628369,-122.2658357447,53.5078014184
7,45,sprint,wifi,69,SFBay,37.4637037246,-122.1205128986,193.6304347826
12,45,sprint,wifi,238,SFBay,37.7617456849,-122.4155929412,126.5714285714
13,45,sprint,wifi,7,SFBay,37.885757,-122.11802,200.5571428571
8,47,sprint,wifi,124,SFBay,37.554947,-122.27106,38.6129032258
10,47,sprint,wifi,252,SFBay,37.371861,-122.02123,189.5345238095
9,47,sprint,wifi,178,SFBay,37.3915724045,-122.0778130337,78.9769662921
12,47,sprint,wifi,64,SFBay,37.761530875,-122.4279459375,48.541875
13,47,sprint,wifi,87,SFBay,37.885757,-122.11802,24.8149425287
11,47,sprint,wifi,42,SFBay,37.630489,-122.41109,223.1738095238
13,46,sprint,wifi,117,SFBay,37.885757,-122.11802,34.641025641
11,46,sprint,wifi,57,SFBay,37.630489,-122.41109,226.701754386
12,46,sprint,wifi,85,SFBay,37.7984410235,-122.4311178824,238.7727058824
10,48,sprint,wifi,455,SFBay,37.371861,-122.02123,172.0964835165
8,48,sprint,wifi,132,SFBay,37.554947,-122.27106,88.3992424242
13,48,sprint,wifi,206,SFBay,37.885757,-122.11802,93.0766990291
12,48,sprint,wifi,77,SFBay,37.7633416234,-122.4257661039,61.6
9,48,sprint,wifi,31,SFBay,37.3894597419,-122.075046129,68.3322580645
3,51,tmobile,edge,64,SFBay,37.8135850313,-122.2665901563,183.328125
0,53,tmobile,edge,2,SFBay,37.765606,-121.86756,229
0,49,tmobile,edge,4,SFBay,37.73475175,-122.1616825,193
0,51,tmobile,edge,5,SFBay,37.5982276,-121.803138,183.8
1,44,tmobile,edge,50,SFBay,37.4822817,-122.1472324,170.66
1,43,tmobile,edge,3,SFBay,37.548206,-122.19433,173
0,45,tmobile,edge,2,SFBay,37.432453,-121.904465,980.5
0,47,tmobile,edge,3,SFBay,37.755371,-122.08625,187.2666666667
3,47,tmobile,edge,2,SFBay,37.812393,-122.28807,267.5
2,46,tmobile,edge,5,SFBay,37.169701,-121.84487,181.2
0,46,tmobile,edge,10,SFBay,37.6683076,-122.019115,201.1
3,46,tmobile,edge,6,SFBay,37.8563295,-122.2677483333,255.3333333333
0,53,tmobile,gprs,7,SFBay,37.5541345714,-122.2823671429,277.1428571429
0,50,tmobile,gprs,2,SFBay,37.651764,-122.344735,294
1,50,tmobile,gprs,4,SFBay,37.673725,-122.10078,334
2,52,tmobile,gprs,2,SFBay,37.382654,-122.08091,241
2,44,tmobile,gprs,5,SFBay,37.428432,-122.07238,163.2
0,45,tmobile,gprs,1,SFBay,37.885757,-122.11802,196
1,48,tmobile,gprs,1,SFBay,37.673725,-122.10078,317
2,48,tmobile,gprs,1,SFBay,37.428432,-122.07238,174
2,46,tmobile,gprs,20,SFBay,37.4201,-122.07295,136.43
1,46,tmobile,gprs,4,SFBay,37.673725,-122.10078,249.5
0,46,tmobile,gprs,1,SFBay,37.359829,-121.98144,209
2,45,tmobile,gprs,18,SFBay,37.428432,-122.07238,169.0277777778
